Year,Age,Female,Male,Total
1968,15-19,186034,194859,380893
1968,20-24,206752,217576,424328
1968,25-29,159184,165089,324273
1968,30-34,142717,143785,286502
1968,35-39,140684,138763,279447
1968,40-44,149903,146107,296010
1968,45-49,154864,151185,306049
1968,50-54,147126,141952,289078
1968,55-59,148172,141643,289815
1968,60-64,131279,119028,250307
1968,65-69,113735,96173,209908
1968,70-74,89570,71929,161499
1968,75-79,60637,46571,107208
1968,80-84,35148,26116,61264
1968,85-89,14098,10272,24370
1968,90-94,3618,2538,6156
1968,95-99,484,288,772
1968,100-104,23,9,32
1968,105-109,0,0,0
1968,110+,0,0,0
1969,0,35604,37837,73441
1969,1-4,161819,169997,331816
1969,5-9,185159,192964,378123
1969,10-14,179994,188929,368923
1969,15-19,182942,191853,374795
1969,20-24,207408,218551,425959
1969,25-29,166283,172682,338965
1969,30-34,145487,147033,292520
1969,35-39,138922,137374,276296
1969,40-44,147390,144307,291697
1969,45-49,155412,151183,306595
1969,50-54,146266,141580,287846
1969,55-59,148383,141916,290299
1969,60-64,133957,121532,255489
1969,65-69,115043,97270,212313
1969,70-74,92296,73586,165882
1969,75-79,62655,47404,110059
1969,80-84,36456,26689,63145
1969,85-89,14795,10507,25302
1969,90-94,3864,2652,6516
1969,95-99,518,304,822
1969,100-104,36,11,47
1969,105-109,0,1,1
1969,110+,0,0,0
1970,0,34087,36284,70371
1970,1-4,157905,166280,324185
1970,5-9,189521,197683,387204
1970,10-14,179390,188458,367848
1970,15-19,181763,191055,372818
1970,20-24,203783,215442,419225
1970,25-29,176826,184943,361769
1970,30-34,147137,150407,297544
1970,35-39,139361,138639,278000
1970,40-44,144317,141700,286017
1970,45-49,156946,152440,309386
1970,50-54,144154,140373,284527
1970,55-59,147714,141006,288720
1970,60-64,136838,124726,261564
1970,65-69,117247,99359,216606
1970,70-74,94279,73970,168249
1970,75-79,64954,48684,113638
1970,80-84,37521,26973,64494
1970,85-89,15891,10992,26883
1970,90-94,4099,2750,6849
1970,95-99,586,316,902
1970,100-104,30,14,44
1970,105-109,1,1,2
1970,110+,0,0,0
1971,0,34106,35838,69944
1971,1-4,151148,159522,310670
1971,5-9,193911,203296,397207
1971,10-14,179865,188777,368642
1971,15-19,180953,191674,372627
1971,20-24,199866,212528,412394
1971,25-29,188326,200829,389155
1971,30-34,150466,156096,306562
1971,35-39,139483,140854,280337
1971,40-44,142613,141445,284058
1971,45-49,153234,149316,302550
1971,50-54,148278,144486,292764
1971,55-59,145979,139492,285471
1971,60-64,138831,127234,266065
1971,65-69,119082,101370,220452
1971,70-74,96227,75069,171296
1971,75-79,67521,49704,117225
1971,80-84,38854,27532,66386
1971,85-89,16834,11406,28240
1971,90-94,4407,2907,7314
1971,95-99,651,349,1000
1971,100-104,42,17,59
1971,105-109,2,0,2
1971,110+,0,0,0
1972,0,36072,38389,74461
1972,1-4,143426,151220,294646
1972,5-9,199775,209681,409456
1972,10-14,180268,188834,369102
1972,15-19,181250,191857,373107
1972,20-24,191645,202985,394630
1972,25-29,199453,212743,412196
1972,30-34,153289,159403,312692
1972,35-39,140757,142265,283022
1972,40-44,140581,139696,280277
1972,45-49,149947,146283,296230
1972,50-54,151151,146656,297807
1972,55-59,144674,138075,282749
1972,60-64,140154,128883,269037
1972,65-69,120789,102924,223713
1972,70-74,98150,76249,174399
1972,75-79,70118,50771,120889
1972,80-84,40659,28135,68794
1972,85-89,17764,11701,29465
1972,90-94,4719,3013,7732
1972,95-99,710,380,1090
1972,100-104,49,20,69
1972,105-109,1,0,1
1972,110+,0,0,0
1973,0,36531,38186,74717
1973,1-4,140672,148827,289499
1973,5-9,201829,211914,413743
1973,10-14,181754,189890,371644
1973,15-19,180882,191857,372739
1973,20-24,186811,197156,383967
1973,25-29,206288,219977,426265
1973,30-34,159272,166852,326124
1973,35-39,142690,144777,287467
1973,40-44,139915,138873,278788
1973,45-49,148241,144593,292834
1973,50-54,151631,147414,299045
1973,55-59,142891,135856,278747
1973,60-64,141469,130629,272098
1973,65-69,122261,104228,226489
1973,70-74,100401,77632,178033
1973,75-79,72559,51993,124552
1973,80-84,41910,28348,70258
1973,85-89,18719,12111,30830
1973,90-94,5065,3205,8270
1973,95-99,808,417,1225
1973,100-104,51,30,81
1973,105-109,2,1,3
1973,110+,0,0,0
1974,0,34519,36194,70713
1974,1-4,141844,149297,291141
1974,5-9,198335,208711,407046
1974,10-14,185705,193849,379554
1974,15-19,180465,191134,371599
1974,20-24,184911,195656,380567
1974,25-29,207885,222381,430266
1974,30-34,166970,175170,342140
1974,35-39,145618,148215,293833
1974,40-44,138338,137771,276109
1974,45-49,145632,142941,288573
1974,50-54,152445,147313,299758
1974,55-59,141849,135342,277191
1974,60-64,141716,131002,272718
1974,65-69,124901,106240,231141
1974,70-74,102105,78707,180812
1974,75-79,74915,53036,127951
1974,80-84,43828,28869,72697
1974,85-89,19575,12476,32051
1974,90-94,5361,3247,8608
1974,95-99,890,484,1374
1974,100-104,70,26,96
1974,105-109,2,1,3
1974,110+,0,0,0
1975,0,34122,35625,69747
1975,1-4,142314,149186,291500
1975,5-9,192798,202945,395743
1975,10-14,190017,198652,388669
1975,15-19,179978,190365,370343
1975,20-24,183935,193301,377236
1975,25-29,204632,217770,422402
1975,30-34,178374,186095,364469
1975,35-39,147362,151010,298372
1975,40-44,138698,138301,276999
1975,45-49,142554,139908,282462
1975,50-54,153890,148380,302270
1975,55-59,139669,133749,273418
1975,60-64,141166,130096,271262
1975,65-69,127620,109128,236748
1975,70-74,104269,80260,184529
1975,75-79,76828,53210,130038
1975,80-84,45556,29594,75150
1975,85-89,20398,12549,32947
1975,90-94,5858,3425,9283
1975,95-99,908,499,1407
1975,100-104,67,31,98
1975,105-109,2,1,3
1975,110+,0,0,0
1976,0,35020,36434,71454
1976,1-4,142197,148710,290907
1976,5-9,185856,195502,381358
1976,10-14,194177,203308,397485
1976,15-19,179721,189385,369106
1976,20-24,181512,191190,372702
1976,25-29,199087,209914,409001
1976,30-34,187862,197745,385607
1976,35-39,150018,154067,304085
1976,40-44,138461,138377,276838
1976,45-49,140656,138295,278951
1976,50-54,149927,144339,294266
1976,55-59,143701,137249,280950
1976,60-64,139580,128426,268006
1976,65-69,129470,111075,240545
1976,70-74,106066,81694,187760
1976,75-79,78681,53771,132452
1976,80-84,47624,30414,78038
1976,85-89,21449,12829,34278
1976,90-94,6351,3574,9925
1976,95-99,968,523,1491
1976,100-104,77,30,107
1976,105-109,4,1,5
1976,110+,0,0,0
1977,0,31464,33472,64936
1977,1-4,141424,147068,288492
1977,5-9,179864,189498,369362
1977,10-14,199996,209710,409706
1977,15-19,180375,189413,369788
1977,20-24,182243,191653,373896
1977,25-29,191589,201401,392990
1977,30-34,199024,210401,409425
1977,35-39,152912,157778,310690
1977,40-44,139778,140071,279849
1977,45-49,138553,136673,275226
1977,50-54,146715,141395,288110
1977,55-59,146481,139193,285674
1977,60-64,138164,127023,265187
1977,65-69,130686,112722,243408
1977,70-74,107563,82878,190441
1977,75-79,80366,54419,134785
1977,80-84,49698,30868,80566
1977,85-89,22481,12968,35449
1977,90-94,6569,3664,10233
1977,95-99,1021,533,1554
1977,100-104,83,32,115
1977,105-109,1,0,1
1977,110+,0,0,0
1978,0,30089,31610,61699
1978,1-4,136679,142702,279381
1978,5-9,177689,186907,364596
1978,10-14,202128,212105,414233
1978,15-19,182315,190608,372923
1978,20-24,181847,191761,373608
1978,25-29,186229,195250,381479
1978,30-34,205416,217264,422680
1978,35-39,158704,164906,323610
1978,40-44,141679,142568,284247
1978,45-49,137944,135864,273808
1978,50-54,144979,139689,284668
1978,55-59,146928,139755,286683
1978,60-64,136463,124946,261409
1978,65-69,132039,114526,246565
1978,70-74,109270,84091,193361
1978,75-79,82778,55829,138607
1978,80-84,51963,31868,83831
1978,85-89,23620,13204,36824
1978,90-94,7083,3802,10885
1978,95-99,1169,563,1732
1978,100-104,101,36,137
1978,105-109,1,0,1
1978,110+,0,0,0
1979,0,30192,31705,61897
1979,1-4,132327,138159,270486
1979,5-9,177004,185700,362704
1979,10-14,198490,208825,407315
1979,15-19,186447,194533,380980
1979,20-24,181260,190738,371998
1979,25-29,183888,192826,376714
1979,30-34,207122,219265,426387
1979,35-39,166278,173149,339427
1979,40-44,144592,145923,290515
1979,45-49,136420,134626,271046
1979,50-54,142571,138154,280725
1979,55-59,147594,139652,287246
1979,60-64,135491,124461,259952
1979,65-69,132276,114699,246975
1979,70-74,111733,85851,197584
1979,75-79,84493,56622,141115
1979,80-84,53846,32466,86312
1979,85-89,24991,13634,38625
1979,90-94,7512,3968,11480
1979,95-99,1270,586,1856
1979,100-104,115,42,157
1979,105-109,1,0,1
1979,110+,0,0,0
1980,0,28886,30347,59233
1980,1-4,128097,133970,262067
1980,5-9,177640,185710,363350
1980,10-14,193376,203405,396781
1980,15-19,191062,199741,390803
1980,20-24,181304,190444,371748
1980,25-29,183012,191785,374797
1980,30-34,203928,215098,419026
1980,35-39,176826,184439,361265
1980,40-44,146366,149015,295381
1980,45-49,136880,135409,272289
1980,50-54,139556,135285,274841
1980,55-59,149046,140524,289570
1980,60-64,133259,122918,256177
1980,65-69,131894,114041,245935
1980,70-74,114143,88118,202261
1980,75-79,86532,57728,144260
1980,80-84,55530,32385,87915
1980,85-89,26248,14051,40299
1980,90-94,7948,3960,11908
1980,95-99,1346,641,1987
1980,100-104,115,39,154
1980,105-109,1,1,2
1980,110+,0,0,0
1981,0,27959,29207,57166
1981,1-4,121701,127757,249458
1981,5-9,178619,186214,364833
1981,10-14,186903,196510,383413
1981,15-19,195434,204841,400275
1981,20-24,181687,189881,371568
1981,25-29,181689,191099,372788
1981,30-34,199131,208486,407617
1981,35-39,187529,196647,384176
1981,40-44,149268,152526,301794
1981,45-49,136719,135860,272579
1981,50-54,137775,133921,271696
1981,55-59,145246,136782,282028
1981,60-64,137154,125994,263148
1981,65-69,130297,112447,242744
1981,70-74,115887,89744,205631
1981,75-79,88283,58496,146779
1981,80-84,57011,32682,89693
1981,85-89,27575,14448,42023
1981,90-94,8333,4021,12354
1981,95-99,1469,632,2101
1981,100-104,112,41,153
1981,105-109,5,0,5
1981,110+,0,0,0
1982,0,25993,26987,52980
1982,1-4,117853,123183,241036
1982,5-9,174039,181187,355226
1982,10-14,180747,190325,371072
1982,15-19,200885,211105,411990
1982,20-24,181826,189622,371448
1982,25-29,182253,191039,373292
1982,30-34,191332,199923,391255
1982,35-39,198586,208737,407323
1982,40-44,152072,156115,308187
1982,45-49,137990,137400,275390
1982,50-54,135751,132474,268225
1982,55-59,142168,134010,276178
1982,60-64,139782,127719,267501
1982,65-69,129025,111249,240274
1982,70-74,117138,90962,208100
1982,75-79,89765,59273,149038
1982,80-84,58526,32973,91499
1982,85-89,29083,14721,43804
1982,90-94,8837,4147,12984
1982,95-99,1547,645,2192
1982,100-104,134,52,186
1982,105-109,4,1,5
1982,110+,0,0,0
1983,0,25678,26964,52642
1983,1-4,113641,118450,232091
1983,5-9,167450,174606,342056
1983,10-14,178150,187364,365514
1983,15-19,202825,213207,416032
1983,20-24,183207,190669,373876
1983,25-29,181769,190580,372349
1983,30-34,185687,193530,379217
1983,35-39,204696,215178,419874
1983,40-44,157644,162865,320509
1983,45-49,139864,139743,279607
1983,50-54,135012,131579,266591
1983,55-59,140385,132522,272907
1983,60-64,140135,128126,268261
1983,65-69,127304,109406,236710
1983,70-74,118523,92538,211061
1983,75-79,91167,60150,151317
1983,80-84,60427,33691,94118
1983,85-89,30295,15125,45420
1983,90-94,9529,4233,13762
1983,95-99,1696,679,2375
1983,100-104,148,53,201
1983,105-109,5,0,5
1983,110+,0,0,0
1984,0,24915,25929,50844
1984,1-4,109117,113628,222745
1984,5-9,162746,169921,332667
1984,10-14,177279,185840,363119
1984,15-19,199139,209818,408957
1984,20-24,187060,194768,381828
1984,25-29,180859,189401,370260
1984,30-34,183078,190863,373941
1984,35-39,206197,216862,423059
1984,40-44,165121,170780,335901
1984,45-49,142665,142920,285585
1984,50-54,133513,130342,263855
1984,55-59,138003,131087,269090
1984,60-64,140754,127954,268708
1984,65-69,126269,108758,235027
1984,70-74,118846,93033,211879
1984,75-79,93376,61563,154939
1984,80-84,61749,34059,95808
1984,85-89,31423,15298,46721
1984,90-94,10154,4421,14575
1984,95-99,1731,695,2426
1984,100-104,175,64,239
1984,105-109,3,0,3
1984,110+,0,0,0
1985,0,25302,26499,51801
1985,1-4,105056,109328,214384
1985,5-9,157028,164105,321133
1985,10-14,177727,185670,363397
1985,15-19,193885,204324,398209
1985,20-24,191478,200389,391867
1985,25-29,180509,189292,369801
1985,30-34,182049,189748,371797
1985,35-39,202889,212760,415649
1985,40-44,175449,181845,357294
1985,45-49,144476,145949,290425
1985,50-54,133852,131044,264896
1985,55-59,135088,128393,263481
1985,60-64,142111,128809,270920
1985,65-69,124080,107433,231513
1985,70-74,118499,92682,211181
1985,75-79,95685,63290,158975
1985,80-84,63558,34878,98436
1985,85-89,32496,15280,47776
1985,90-94,10713,4630,15343
1985,95-99,1896,701,2597
1985,100-104,175,72,247
1985,105-109,3,2,5
1985,110+,0,0,0
1986,0,26386,27445,53831
1986,1-4,102582,106930,209512
1986,5-9,149953,156978,306931
1986,10-14,178666,186190,364856
1986,15-19,187715,197686,385401
1986,20-24,196336,207063,403399
1986,25-29,181483,191198,372681
1986,30-34,181070,189769,370839
1986,35-39,198215,206559,404774
1986,40-44,186198,194194,380392
1986,45-49,147385,149542,296927
1986,50-54,133851,131518,265369
1986,55-59,133291,127080,260371
1986,60-64,138487,125569,264056
1986,65-69,127945,110091,238036
1986,70-74,116894,91688,208582
1986,75-79,97340,64640,161980
1986,80-84,65142,35470,100612
1986,85-89,33337,15448,48785
1986,90-94,11256,4765,16021
1986,95-99,2002,727,2729
1986,100-104,183,58,241
1986,105-109,3,2,5
1986,110+,0,0,0
1987,0,26938,28447,55385
1987,1-4,103320,107793,211113
1987,5-9,144608,150807,295415
1987,10-14,174373,181668,356041
1987,15-19,182057,192405,374462
1987,20-24,202580,214837,417417
1987,25-29,182332,192692,375024
1987,30-34,182130,190979,373109
1987,35-39,190878,198482,389360
1987,40-44,197307,206647,403954
1987,45-49,150334,153270,303604
1987,50-54,135176,133145,268321
1987,55-59,131307,125720,257027
1987,60-64,135444,123294,258738
1987,65-69,130322,111678,242000
1987,70-74,115791,90712,206503
1987,75-79,98310,65833,164143
1987,80-84,66585,36160,102745
1987,85-89,34546,15730,50276
1987,90-94,12084,4910,16994
1987,95-99,2186,816,3002
1987,100-104,189,42,231
1987,105-109,5,1,6
1987,110+,0,0,0
1988,0,27177,29013,56190
1988,1-4,104684,109410,214094
1988,5-9,140553,146676,287229
1988,10-14,168169,175602,343771
1988,15-19,179871,189477,369348
1988,20-24,204712,216931,421643
1988,25-29,184215,194535,378750
1988,30-34,181975,191144,373119
1988,35-39,185556,192472,378028
1988,40-44,203691,213044,416735
1988,45-49,155917,160079,315996
1988,50-54,137003,135507,272510
1988,55-59,130589,124771,255360
1988,60-64,133703,121777,255480
1988,65-69,130506,112107,242613
1988,70-74,114360,89258,203618
1988,75-79,99624,67354,166978
1988,80-84,67925,36784,104709
1988,85-89,35910,16203,52113
1988,90-94,12589,5007,17596
1988,95-99,2402,828,3230
1988,100-104,195,63,258
1988,105-109,5,1,6
1988,110+,0,0,0
1989,0,28498,30299,58797
1989,1-4,106860,112298,219158
1989,5-9,135447,141021,276468
1989,10-14,163725,171156,334881
1989,15-19,178557,187778,366335
1989,20-24,200692,212777,413469
1989,25-29,187845,198485,386330
1989,30-34,181170,190252,371422
1989,35-39,183093,189761,372854
1989,40-44,205120,214531,419651
1989,45-49,163301,167847,331148
1989,50-54,139848,138660,278508
1989,55-59,129102,123705,252807
1989,60-64,131492,120518,252010
1989,65-69,130870,112017,242887
1989,70-74,113338,88885,202223
1989,75-79,99988,68057,168045
1989,80-84,69710,37551,107261
1989,85-89,37086,16564,53650
1989,90-94,13109,5120,18229
1989,95-99,2561,864,3425
1989,100-104,225,63,288
1989,105-109,6,3,9
1989,110+,0,0,0
1990,0,29848,31350,61198
1990,1-4,109918,115927,225845
1990,5-9,132153,137643,269796
1990,10-14,158212,165472,323684
1990,15-19,179114,187516,366630
1990,20-24,195498,206614,402112
1990,25-29,192184,203793,395977
1990,30-34,180894,190126,371020
1990,35-39,182047,188443,370490
1990,40-44,201915,210290,412205
1990,45-49,173493,178635,352128
1990,50-54,141613,141558,283171
1990,55-59,129484,124390,253874
1990,60-64,128697,118163,246860
1990,65-69,132065,112767,244832
1990,70-74,111463,87960,199423
1990,75-79,99711,68013,167724
1990,80-84,71741,38948,110689
1990,85-89,38335,17009,55344
1990,90-94,13567,5046,18613
1990,95-99,2675,922,3597
1990,100-104,237,81,318
1990,105-109,6,1,7
1990,110+,0,0,0
1991,0,30863,32565,63428
1991,1-4,113350,119894,233244
1991,5-9,130852,136280,267132
1991,10-14,151286,158540,309826
1991,15-19,180190,188130,368320
1991,20-24,189679,200006,389685
1991,25-29,197004,208842,405846
1991,30-34,181916,191070,372986
1991,35-39,181016,188403,369419
1991,40-44,197447,204013,401460
1991,45-49,184124,190638,374762
1991,50-54,144581,145146,289727
1991,55-59,129483,124895,254378
1991,60-64,127014,117212,244226
1991,65-69,128879,110218,239097
1991,70-74,114656,90203,204859
1991,75-79,98424,67215,165639
1991,80-84,72937,39763,112700
1991,85-89,39331,17251,56582
1991,90-94,13988,5167,19155
1991,95-99,2800,913,3713
1991,100-104,257,75,332
1991,105-109,9,1,10
1991,110+,0,0,0
1992,0,31378,32945,64323
1992,1-4,117549,124157,241706
1992,5-9,132076,138088,270164
1992,10-14,146270,152482,298752
1992,15-19,176085,183747,359832
1992,20-24,184286,194217,378503
1992,25-29,203275,215584,418859
1992,30-34,182784,191896,374680
1992,35-39,182347,189477,371824
1992,40-44,190161,196045,386206
1992,45-49,195275,202700,397975
1992,50-54,147584,148780,296364
1992,55-59,130888,126637,257525
1992,60-64,125217,116223,241440
1992,65-69,126233,108707,234940
1992,70-74,116739,91507,208246
1992,75-79,97499,66675,164174
1992,80-84,73663,40802,114465
1992,85-89,40455,17483,57938
1992,90-94,14640,5258,19898
1992,95-99,3017,983,4000
1992,100-104,280,75,355
1992,105-109,11,1,12
1992,110+,0,0,0
1993,0,32894,34757,67651
1993,1-4,121837,128236,250073
1993,5-9,133751,140336,274087
1993,10-14,142252,148500,290752
1993,15-19,170076,177825,347901
1993,20-24,182640,191684,374324
1993,25-29,205783,217918,423701
1993,30-34,184993,194267,379260
1993,35-39,182308,189972,372280
1993,40-44,184944,190261,375205
1993,45-49,201717,209165,410882
1993,50-54,153152,155670,308822
1993,55-59,132919,129104,262023
1993,60-64,124663,115655,240318
1993,65-69,124690,107752,232442
1993,70-74,116853,91841,208694
1993,75-79,96122,65816,161938
1993,80-84,74626,41816,116442
1993,85-89,41188,17716,58904
1993,90-94,15200,5319,20519
1993,95-99,3104,965,4069
1993,100-104,290,77,367
1993,105-109,13,0,13
1993,110+,0,0,0
1994,0,32792,34568,67360
1994,1-4,126273,132862,259135
1994,5-9,137483,144752,282235
1994,10-14,137366,143155,280521
1994,15-19,165946,173531,339477
1994,20-24,182482,190383,372865
1994,25-29,203048,215133,418181
1994,30-34,189274,198872,388146
1994,35-39,182103,189645,371748
1994,40-44,182770,188159,370929
1994,45-49,203452,210967,414419
1994,50-54,160568,163494,324062
1994,55-59,135901,132664,268565
1994,60-64,123233,114680,237913
1994,65-69,122510,106806,229316
1994,70-74,117134,91927,209061
1994,75-79,95103,65281,160384
1994,80-84,74560,42171,116731
1994,85-89,42044,18043,60087
1994,90-94,15587,5351,20938
1994,95-99,3156,901,4057
1994,100-104,304,86,390
1994,105-109,9,1,10
1994,110+,0,0,0
1995,0,34093,35612,69705
1995,1-4,129260,136128,265388
1995,5-9,142138,149755,291893
1995,10-14,134127,139803,273930
1995,15-19,160458,167959,328417
1995,20-24,183603,190288,373891
1995,25-29,198690,209560,408250
1995,30-34,194157,204846,399003
1995,35-39,182313,189979,372292
1995,40-44,181979,187275,369254
1995,45-49,200446,207159,407605
1995,50-54,170783,174124,344907
1995,55-59,137781,135718,273499
1995,60-64,123652,115375,239027
1995,65-69,119813,104954,224767
1995,70-74,118146,92719,210865
1995,75-79,93383,64723,158106
1995,80-84,74552,42229,116781
1995,85-89,43164,18659,61823
1995,90-94,16183,5496,21679
1995,95-99,3294,894,4188
1995,100-104,319,76,395
1995,105-109,11,2,13
1995,110+,1,0,1
1996,0,34051,36054,70105
1996,1-4,133136,139962,273098
1996,5-9,147656,155834,303490
1996,10-14,133643,139344,272987
1996,15-19,154310,161794,316104
1996,20-24,185552,191621,377173
1996,25-29,194300,204093,398393
1996,30-34,200061,210953,411014
1996,35-39,184351,192142,376493
1996,40-44,181855,187894,369749
1996,45-49,196442,201750,398192
1996,50-54,181638,186278,367916
1996,55-59,141093,139597,280690
1996,60-64,123884,116221,240105
1996,65-69,118216,104295,222511
1996,70-74,115203,90741,205944
1996,75-79,95990,66331,162321
1996,80-84,73407,41834,115241
1996,85-89,43816,19055,62871
1996,90-94,16535,5441,21976
1996,95-99,3304,929,4233
1996,100-104,325,76,401
1996,105-109,21,2,23
1996,110+,1,0,1
1997,0,32938,34853,67791
1997,1-4,135903,143107,279010
1997,5-9,152571,160942,313513
1997,10-14,135165,141468,276633
1997,15-19,149521,155986,305507
1997,20-24,182225,187542,369767
1997,25-29,189613,198829,388442
1997,30-34,206750,218103,424853
1997,35-39,185480,193269,378749
1997,40-44,183368,189067,372435
1997,45-49,189443,194032,383475
1997,50-54,192656,198293,390949
1997,55-59,144155,143248,287403
1997,60-64,125392,118215,243607
1997,65-69,116557,103429,219986
1997,70-74,112736,89536,202272
1997,75-79,97662,67369,165031
1997,80-84,72669,41654,114323
1997,85-89,44492,19510,64002
1997,90-94,17010,5514,22524
1997,95-99,3476,919,4395
1997,100-104,323,87,410
1997,105-109,20,2,22
1997,110+,0,0,0
1998,0,32868,34774,67642
1998,1-4,135776,142874,278650
1998,5-9,158361,166956,325317
1998,10-14,136944,143635,280579
1998,15-19,145570,151887,297457
1998,20-24,176283,181637,357920
1998,25-29,188301,196096,384397
1998,30-34,209420,220477,429897
1998,35-39,187803,195749,383552
1998,40-44,183475,189665,373140
1998,45-49,184361,188451,372812
1998,50-54,199150,204656,403806
1998,55-59,149696,150156,299852
1998,60-64,127510,120861,248371
1998,65-69,116009,103169,219178
1998,70-74,111133,88906,200039
1998,75-79,97894,67929,165823
1998,80-84,71865,41050,112915
1998,85-89,45182,20187,65369
1998,90-94,17578,5561,23139
1998,95-99,3647,951,4598
1998,100-104,348,87,435
1998,105-109,20,4,24
1998,110+,0,0,0
1999,0,32131,34074,66205
1999,1-4,135617,142863,278480
1999,5-9,162554,171237,333791
1999,10-14,140870,148297,289167
1999,15-19,140849,146721,287570
1999,20-24,172541,177534,350075
1999,25-29,188181,194454,382635
1999,30-34,206649,217619,424268
1999,35-39,192149,200309,392458
1999,40-44,183412,189451,372863
1999,45-49,182342,186230,368572
1999,50-54,200856,206384,407240
1999,55-59,156956,157718,314674
1999,60-64,130706,124406,255112
1999,65-69,114696,102391,217087
1999,70-74,109193,88873,198066
1999,75-79,98296,68264,166560
1999,80-84,71631,41064,112695
1999,85-89,45827,20620,66447
1999,90-94,18306,5805,24111
1999,95-99,3903,997,4900
1999,100-104,402,84,486
1999,105-109,14,3,17
1999,110+,0,0,0
2000,0,32396,33906,66302
2000,1-4,133368,140923,274291
2000,5-9,166536,175268,341804
2000,10-14,145483,153268,298751
2000,15-19,137939,143394,281333
2000,20-24,167570,172217,339787
2000,25-29,189304,194097,383401
2000,30-34,202174,212026,414200
2000,35-39,197150,206094,403244
2000,40-44,183597,189995,373592
2000,45-49,181530,185337,366867
2000,50-54,198086,202690,400776
2000,55-59,166973,168075,335048
2000,60-64,132595,127627,260222
2000,65-69,115164,103340,218504
2000,70-74,106969,87826,194795
2000,75-79,99098,69168,168266
2000,80-84,70608,40987,111595
2000,85-89,46095,20782,66877
2000,90-94,18888,6079,24967
2000,95-99,4151,1012,5163
2000,100-104,383,71,454
2000,105-109,14,1,15
2000,110+,1,0,1
2001,0,32672,34418,67090
2001,1-4,131767,138732,270499
2001,5-9,169496,178562,348058
2001,10-14,150214,158652,308866
2001,15-19,136759,142212,278971
2001,20-24,161045,165369,326414
2001,25-29,190480,194438,384918
2001,30-34,196926,205419,402345
2001,35-39,202161,211014,413175
2001,40-44,185004,191253,376257
2001,45-49,180849,185260,366109
2001,50-54,193814,197185,390999
2001,55-59,177342,179279,356621
2001,60-64,135694,131368,267062
2001,65-69,115517,104457,219974
2001,70-74,105469,87602,193071
2001,75-79,96898,68318,165216
2001,80-84,72630,42455,115085
2001,85-89,45795,20801,66596
2001,90-94,19561,6381,25942
2001,95-99,4311,1000,5311
2001,100-104,407,75,482
2001,105-109,13,3,16
2001,110+,0,0,0
2002,0,31991,33479,65470
2002,1-4,131694,138343,270037
2002,5-9,170988,180265,351253
2002,10-14,154866,163577,318443
2002,15-19,138193,144359,282552
2002,20-24,156508,159458,315966
2002,25-29,187100,190137,377237
2002,30-34,191660,199239,390899
2002,35-39,208431,217524,425955
2002,40-44,186029,192088,378117
2002,45-49,182285,186444,368729
2002,50-54,186827,189430,376257
2002,55-59,188164,190974,379138
2002,60-64,138738,134979,273717
2002,65-69,117121,106702,223823
2002,70-74,104248,87180,191428
2002,75-79,94756,67995,162751
2002,80-84,74177,43370,117547
2002,85-89,45542,20835,66377
2002,90-94,19825,6628,26453
2002,95-99,4491,1047,5538
2002,100-104,465,72,537
2002,105-109,16,2,18
2002,110+,0,0,0
2003,0,31179,32990,64169
2003,1-4,130862,137025,267887
2003,5-9,170782,179960,350742
2003,10-14,160626,169622,330248
2003,15-19,140015,146751,286766
2003,20-24,152797,155592,308389
2003,25-29,181393,183903,365296
2003,30-34,190275,196220,386495
2003,35-39,210892,219466,430358
2003,40-44,188245,194272,382517
2003,45-49,182510,187002,369512
2003,50-54,181747,183860,365607
2003,55-59,194533,197093,391626
2003,60-64,144094,141450,285544
2003,65-69,119336,109522,228858
2003,70-74,103830,87211,191041
2003,75-79,93488,67975,161463
2003,80-84,74264,43913,118177
2003,85-89,44926,20588,65514
2003,90-94,20209,6890,27099
2003,95-99,4536,1081,5617
2003,100-104,459,86,545
2003,105-109,20,3,23
2003,110+,0,0,0
2004,0,31704,33351,65055
2004,1-4,129616,135706,265322
2004,5-9,169899,178981,348880
2004,10-14,164642,173679,338321
2004,15-19,143729,151365,295094
2004,20-24,147750,150711,298461
2004,25-29,177459,179508,356967
2004,30-34,189887,194153,384040
2004,35-39,207960,216465,424425
2004,40-44,192579,198576,391155
2004,45-49,182406,186762,369168
2004,50-54,179738,181654,361392
2004,55-59,196197,198814,395011
2004,60-64,151213,148558,299771
2004,65-69,122548,113201,235749
2004,70-74,102882,87021,189903
2004,75-79,92177,68384,160561
2004,80-84,74908,44364,119272
2004,85-89,45156,20836,65992
2004,90-94,20474,7024,27498
2004,95-99,4757,1098,5855
2004,100-104,488,85,573
2004,105-109,20,3,23
2004,110+,0,0,0
2005,0,31593,33142,64735
2005,1-4,128581,134740,263321
2005,5-9,167652,176410,344062
2005,10-14,168497,177531,346028
2005,15-19,148211,156371,304582
2005,20-24,144598,147943,292541
2005,25-29,172033,173681,345714
2005,30-34,190643,193537,384180
2005,35-39,203290,210636,413926
2005,40-44,197524,204212,401736
2005,45-49,182720,187173,369893
2005,50-54,179027,180774,359801
2005,55-59,193559,195417,388976
2005,60-64,160929,158478,319407
2005,65-69,124845,116440,241285
2005,70-74,103568,88207,191775
2005,75-79,90507,68065,158572
2005,80-84,75464,45284,120748
2005,85-89,44540,20853,65393
2005,90-94,20755,7135,27890
